p_Name,shop_name,ProductID,price,PreferentialPrice,CommentCount,GoodRateShow,GoodCount,GeneralCount,PoorCount,keyword,type,brand,X_type,X_name,capacitysource
TCL 智能 定速 冷暖 圆柱空调柜机 (二级能效) KFRd-72LW/EY12 三匹,百诚电器旗舰店,17816274207,6799.00,4699.00,0,100,0,0,0,,TCL TCLKFRd-51LW/EY12 17816274207 百诚电器旗舰店 43.0kg KFRd-51LW/EY12 定频 冷暖空调 圆柱式空调，高能效空调，智能空调，静音空调，自动清洁 其他 2匹 二级能效 20-30㎡ 立柜式空调,TCL,定频,TCLKFRd-51LW/EY12,
TCL KFRd-72LW/FX12 大3匹 二级能效 智能WIFI 圆柱柜机 冷暖空调,TCL空调幸福树专卖店,11941236912,7999.00,5599.00,2,100,2,0,0,,TCL TCLKFRd-72LW/FX12 11941236912 TCL空调幸福树专卖店 131.0kg 定频 冷暖空调 圆柱式空调，智能空调 白色 3匹 二级能效 40㎡以上 立柜式空调,TCL,定频,TCLKFRd-72LW/FX12,
TCL KFRd-51LW/EL23  2匹  小风神系列柜式时尚冷暖定频空调,TCL空调济南幸福树专卖店,13112051706,4000.00,3999.00,0,100,0,0,0,,TCL TCL KFRd-51LW/EL23  2匹  小风神系列柜式时尚冷暖定频空调 13112051706 TCL空调济南幸福树专卖店 81.0kg 定频 冷暖空调 白色 2匹 三级能效 20-30㎡ 立柜式空调,TCL,定频,TCL KFRd-51LW/EL23  2匹  小风神系列柜式时尚冷暖定频空调,
TCL 3匹 变频 冷暖 圆柱柜机空调柜机 (二级能效)KFRd-72LW/EY12BpA 白色,TCL广州汇尚专卖店,12529080682,7099.00,5599.00,1,100,1,0,0,空调质量好,TCL TCL 3匹 变频 冷暖 圆柱柜机空调柜机 (二级能效)KFRd-72LW/EY12BpA 白色 12529080682 TCL广州汇尚专卖店 59.0kg 变频 冷暖空调 其他 3匹 二级能效 30-40㎡ 立柜式空调,TCL,变频,TCL 3匹 变频 冷暖 圆柱柜机空调柜机 (二级能效)KFRd-72LW/EY12BpA 白色,
TCL KFRd-51LW/EL23 大2匹 小风神系列 柜式时尚 冷暖定频空调,TCL空调幸福树专卖店,12062263160,6999.00,3999.00,2,100,2,0,0,,TCL TCL KFRd-51LW/EL23 大2匹 小风神系列 柜式时尚 冷暖定频空调 12062263160 TCL空调幸福树专卖店 102.0kg 定频 冷暖空调 静音空调 白色 2匹 三级能效 20-30㎡ 立柜式空调,TCL,定频,TCL KFRd-51LW/EL23 大2匹 小风神系列 柜式时尚 冷暖定频空调,
TCL 大2匹 定速 冷暖 空调柜机（KFRd-52LW/EF33）,TCL石家庄幸福树专卖店,14189890344,3599.00,3099.00,0,100,0,0,0,,TCL TCL 大2匹 定速 冷暖 空调柜机（KFRd-52LW/EF33） 14189890344 TCL石家庄幸福树专卖店 104.0kg 中国大陆 定频 冷暖空调 静音空调 白色有花纹 2匹 三级能效 20-30㎡ 立柜式空调,TCL,定频,TCL 大2匹 定速 冷暖 空调柜机（KFRd-52LW/EF33）,
TCL KFRd-51LW/FE12BpA 大2匹 智能 二级能效 圆柱变频 柜机空调,TCL空调幸福树专卖店,11422705652,7999.00,5699.00,2,100,2,0,0,,TCL TCL KFRd-51LW/FE12BpA 大2匹 智能 二级能效 圆柱变频 柜机空调 11422705652 TCL空调幸福树专卖店 96.0kg 变频 冷暖空调 圆柱式空调，变频空调，静音空调 白色 2匹 二级能效 30-40㎡ 立柜式空调,TCL,变频,TCL KFRd-51LW/FE12BpA 大2匹 智能 二级能效 圆柱变频 柜机空调,
TCL 3匹 空调立柜式柜机冷暖圆柱式 智能钛金变频 KFRd-72LW/EY12BpA,TCL客穗专卖店,12574913188,6999.00,5599.00,3,100,3,0,0,,TCL TCLKFRd-72LW/EY12BpA 12574913188 TCL客穗专卖店 43.0kg 变频 冷暖空调 圆柱式空调 其他 3匹 二级能效 30-40㎡ 立柜式空调,TCL,变频,TCLKFRd-72LW/EY12BpA,
TCL 印象罗马 超一级能效 智能遥控 冷暖 空调柜机（全直流变频） 2匹 KFRd-51LW/RX11BpA,TCL空调旗舰店,15030097845,9999.00,8299.00,0,100,0,0,0,,TCL TCL 印象罗马 超一级能效 智能遥控 冷暖 空调柜机（全直流变频） 2匹 KFRd-51LW/RX11BpA 15030097845 TCL空调旗舰店 35.0kg 变频 冷暖空调 全直流变频 其他 2匹 一级能效 20-30㎡ 立柜式空调,TCL,变频,TCL 印象罗马 超一级能效 智能遥控 冷暖 空调柜机（全直流变频） 2匹 KFRd-51LW/RX11BpA,
TCL 印象罗马 超一级能效 智能遥控 冷暖 空调柜机（全直流变频） 2匹KFRd-51LW/RX11BpA,TCL空调酷友专卖店,15277931525,9999.00,7998.00,1,100,1,0,0,,TCL TCL 印象罗马 超一级能效 智能遥控 冷暖 空调柜机（全直流变频） 2匹KFRd-51LW/RX11BpA 15277931525 TCL空调酷友专卖店 35.0kg 变频 冷暖空调 高能效空调 其他 2匹 一级能效 20-30㎡ 立柜式空调,TCL,变频,TCL 印象罗马 超一级能效 智能遥控 冷暖 空调柜机（全直流变频） 2匹KFRd-51LW/RX11BpA,
TCL 一级能效   变频  冷暖 智能  安防王系列（圆柱柜机） 大2匹 KFRd-51LW/RA11BpA,TCL空调旗舰店,12161161687,25999.00,18999.00,1,100,1,0,0,,TCL TCL 一级能效   变频  冷暖 智能  安防王系列（圆柱柜机） 大2匹 KFRd-51LW/RA11BpA 12161161687 TCL空调旗舰店 43.0kg 变频 冷暖空调 智能空调 金色 2匹 一级能效 20-30㎡ 立柜式空调,TCL,变频,TCL 一级能效   变频  冷暖 智能  安防王系列（圆柱柜机） 大2匹 KFRd-51LW/RA11BpA,
TCL KFRd-72LW/AL23S(白)  大3匹柜机 冷暖双用空调 380V电压使用,TCL空调幸福树专卖店,13697149373,6099.00,5099.00,6,100,6,0,0,,TCL TCL KFRd-72LW/AL23S(白)  大3匹柜机 冷暖双用空调 380V电压使用 13697149373 TCL空调幸福树专卖店 130.0kg 定频 冷暖空调 静音空调 白色 3匹 三级能效 40㎡以上 立柜式空调,TCL,定频,TCL KFRd-72LW/AL23S(白)  大3匹柜机 冷暖双用空调 380V电压使用,
TCL KFRd-72LW/DY22BpA北斗天玑 3匹圆柱智能WIFI时尚变频柜机空调,TCL空调旗舰店,1518656792,7999.00,6199.00,100,95,100,3,2,机器漂亮 外机噪音小 服务很好 变频省电 送货快 空调质量好 制冷制热快 安装速度 制冷效果好 制冷速度快,TCL TCLKFRd-72LW/DY22BpA 1518656792 TCL空调旗舰店 80.0kg 变频 冷暖空调 圆柱式空调 金色 3匹 二级能效 30-40㎡ 立柜式空调,TCL,变频,TCLKFRd-72LW/DY22BpA,
TCL 2匹 空调立式柜机圆柱式 冷暖智能钛金自清洁定速定频KFRd-51LW/EY12,TCL客穗专卖店,12516985826,4699.00,3799.00,20,93,20,2,0,机器漂亮 一般 声音小,TCL TCLKFRd-51LW/EY12 12516985826 TCL客穗专卖店 43.0kg 定频 冷暖空调 其他 2匹 二级能效 20-30㎡ 立柜式空调,TCL,定频,TCLKFRd-51LW/EY12,
TCL 2匹 空调立柜式柜机冷暖 钛金自清洁纯铜静音定速定频 KFRd-52LW/EF33 白色,TCL广州汇尚专卖店,12520403350,3899.00,2999.00,60,92,50,1,4,制冷效果好 外机噪音小 送货快 安装速度 声音小 一般 制冷比较快 服务很好,TCL TCL 2匹 空调立柜式柜机冷暖 钛金自清洁纯铜静音定速定频 KFRd-52LW/EF33 白色 12520403350 TCL广州汇尚专卖店 51.0kg 定频 冷暖空调 白色有花纹 2匹 三级能效 20-30㎡ 立柜式空调,TCL,定频,TCL 2匹 空调立柜式柜机冷暖 钛金自清洁纯铜静音定速定频 KFRd-52LW/EF33 白色,
TCL 3匹 定速 冷暖 空调柜机 （KFRd-72LW/EF43） 白色带花纹 白色,TCL广州专卖店,13211792214,4799.00,4099.00,10,100,10,0,0,制冷比较快 服务很好,TCL TCL 3匹 定速 冷暖 空调柜机 （KFRd-72LW/EF43） 白色带花纹 白色 13211792214 TCL广州专卖店 91.0kg 中国大陆 KFRd-72LW/EF43 定频 冷暖空调 自动清洁 白色有花纹 3匹 三级能效 30-40㎡ 立柜式空调,TCL,定频,TCL 3匹 定速 冷暖 空调柜机 （KFRd-72LW/EF43） 白色带花纹 白色,
TCL 空调 二级能效 智能 定频 圆柱型 立柜式空调 （小炫风系列） 大2匹 适用18~35平,TCL广州专卖店,18925681646,9999.00,4699.00,0,100,0,0,0,,TCL TCL 空调 二级能效 智能 定频 圆柱型 立柜式空调 （小炫风系列） 大2匹 适用18~35平 18925681646 TCL广州专卖店 27.0kg 定频 圆柱式空调，高能效空调，智能空调，静音空调，自动清洁 冷暖空调 3匹 二级能效 30-40㎡ 立柜式空调,TCL,定频,TCL 空调 二级能效 智能 定频 圆柱型 立柜式空调 （小炫风系列） 大2匹 适用18~35平,
海尔（Haier）3匹 变频冷暖 二级能效 自清洁  智能 圆柱空调柜机KFR-72LW/12CAA22AU1,海尔官方旗舰店,5426182,9799.00,9699.00,100,95,100,6,4,,海尔（Haier） 海尔KFR-72LW/12CAA22AU1  5426182 48.0kg 中国大陆 变频 冷暖空调 圆柱式空调，高能效空调，智能空调，变频空调，静音空调，自动清洁 白色 3匹 二级能效 30-40㎡，40㎡以上 立柜式空调,海尔,变频,海尔KFR-72LW/12CAA22AU1,
长虹（CHANGHONG）变频 0.1度控温 立柜式冷暖空调 KFR-50LW/ZDHIF(W1-J)+A3,长虹四川英发专卖店,12721484119,5099.00,4409.00,1,100,1,0,0,,长虹（CHANGHONG） 长虹（CHANGHONG）变频 0.1度控温 立柜式冷暖空调 KFR-50LW/ZDHIF(W1-J)+A3 12721484119 长虹四川英发专卖店 51.0kg 中国大陆 变频 冷暖空调 白色 2匹 三级能效 20-30㎡ 立柜式空调,长虹,变频,长虹（CHANGHONG）变频 0.1度控温 立柜式冷暖空调 KFR-50LW/ZDHIF(W1-J)+A3,
长虹（CHANGHONG)智能控制 圆柱形 法式艺术柜机 3匹  KFR-72LW/DAW1+2,长虹四川英发专卖店,12734485099,4999.00,4999.00,2,100,2,0,0,,长虹（CHANGHONG） 长虹（CHANGHONG)智能控制 圆柱形 法式艺术柜机 3匹  KFR-72LW/DAW1+2 12734485099 长虹四川英发专卖店 32.0kg 中国大陆 定频 冷暖空调 白色 2匹 二级能效 30-40㎡ 立柜式空调,长虹,定频,长虹（CHANGHONG)智能控制 圆柱形 法式艺术柜机 3匹  KFR-72LW/DAW1+2,
长虹（CHANGHONG） 大2匹变频空调KFR-50LW/ZDHIK(W1-H)+A2,长虹空调旗舰店,10803518977,4990.00,4890.00,30,97,30,1,0,机器漂亮 服务很好 送货快 变频省电 外机噪音小 空调质量好 安装速度,长虹（CHANGHONG） 长虹（CHANGHONG） 大2匹变频空调KFR-50LW/ZDHIK(W1-H)+A2 10803518977 长虹空调旗舰店 38.0kg 变频 冷暖空调 圆柱式空调，高能效空调，变频空调，静音空调，全直流变频，自动清洁 白色 2匹 二级能效 20-30㎡ 立柜式空调,长虹,变频,长虹（CHANGHONG） 大2匹变频空调KFR-50LW/ZDHIK(W1-H)+A2,
长虹（CHANGHONG） 变频 0.1度控温 立柜式冷暖空调 IF系列 3匹KFR-72LW/ZDHIF(W1-J)+A3,长虹同望专卖店,17970266334,4999.00,4299.00,0,100,0,0,0,,长虹（CHANGHONG） 长虹（CHANGHONG） 变频 0.1度控温 立柜式冷暖空调 IF系列 3匹KFR-72LW/ZDHIF(W1-J)+A3 17970266334 长虹同望专卖店 51.0kg 变频 变频空调，静音空调，自动清洁 冷暖空调 2匹 三级能效 20-30㎡，30-40㎡ 立柜式空调,长虹,变频,长虹（CHANGHONG） 变频 0.1度控温 立柜式冷暖空调 IF系列 3匹KFR-72LW/ZDHIF(W1-J)+A3,
长虹（CHANGHONG） 定频冷暖 二级能效 智能圆柱式空调 DAW系列 大3匹  KFR-72LW/DAW1+2,长虹同望专卖店,17967824104,4999.00,4799.00,0,100,0,0,0,,长虹（CHANGHONG） 长虹（CHANGHONG） 定频冷暖 二级能效 智能圆柱式空调 DAW系列 大3匹  KFR-72LW/DAW1+2 17967824104 长虹同望专卖店 44.0kg 定频 圆柱式空调，高能效空调，智能空调，静音空调，自动清洁 冷暖空调 2匹 二级能效 20-30㎡，30-40㎡ 立柜式空调,长虹,定频,长虹（CHANGHONG） 定频冷暖 二级能效 智能圆柱式空调 DAW系列 大3匹  KFR-72LW/DAW1+2,
志高（CHIGO） 2匹定速定频冷暖圆柱柜机静音立方送风独立除湿NEW-LD18C1H3,志高依莱达专卖店,17965860323,5299.00,4499.00,1,100,1,0,0,,志高（CHIGO） 志高（CHIGO） 2匹定速定频冷暖圆柱柜机静音立方送风独立除湿NEW-LD18C1H3 17965860323 志高依莱达专卖店 90.0kg 定频 冷暖空调 圆柱式空调，静音空调，自动清洁 白色有花纹 2匹 三级能效 20-30㎡ 立柜式空调,志高,定频,志高（CHIGO） 2匹定速定频冷暖圆柱柜机静音立方送风独立除湿NEW-LD18C1H3,
志高（CHIGO） KFR-72L/H58+N3  3匹 立柜式 定速 冷暖 空调柜机 3匹,志高志联鑫专卖店,16983759473,5480.00,4999.00,10,78,10,0,4,,志高（CHIGO） 志高（CHIGO） KFR-72L/H58+N3  3匹 立柜式 定速 冷暖 空调柜机 3匹 16983759473 志高志联鑫专卖店 55.0kg 中国大陆 定频 冷暖空调 自动清洁 白色 3匹 三级能效 30-40㎡ 立柜式空调,志高,定频,志高（CHIGO） KFR-72L/H58+N3  3匹 立柜式 定速 冷暖 空调柜机 3匹,
海信（Hisense） KFR-72LW/EF86A3z(2N06) 3匹 柜式变频空调,海信空调旗舰店,1567724535,7299.00,6299.00,3300,97,3200,20,60,机器漂亮 安装速度 服务很好 声音小 制热效果好 送货快 制冷效果好 空调质量好 一般 外机噪音小,海信（Hisense） 海信（Hisense） KFR-72LW/EF86A3z(2N06) 3匹 柜式变频空调 1567724535 海信空调旗舰店 96.0kg 变频 冷暖空调 变频空调 金色 3匹 三级能效 30-40㎡ 立柜式空调,海信,变频,海信（Hisense） KFR-72LW/EF86A3z(2N06) 3匹 柜式变频空调,
海信（Hisense） 2匹 柜式变频空调 KFR-50LW/EF86A3z(1P11),海信空调旗舰店,1567666765,6999.00,5299.00,3700,98,3700,30,30,机器漂亮 空调质量好 制冷速度快 制冷比较快 声音小 一般 服务很好 制冷效果好 送货快 安装速度,海信（Hisense） 海信（Hisense） 2匹 柜式变频空调 KFR-50LW/EF86A3z(1P11) 1567666765 海信空调旗舰店 83.5kg 变频 冷暖空调 智能空调 金色 2匹 三级能效 20-30㎡ 立柜式空调,海信,变频,海信（Hisense） 2匹 柜式变频空调 KFR-50LW/EF86A3z(1P11),
长虹（CHANGHONG） 正3匹 定频智能 静音空调白色KFR-72LW/DAW1+2,长虹空调旗舰店,10293964119,5199.00,4799.00,200,96,200,3,9,送货快 机器漂亮 安装速度 服务很好 制冷比较快 制冷效果好 空调质量好 制冷制热快 制热效果好 制冷速度快,长虹（CHANGHONG） 长虹（CHANGHONG） 正3匹 定频智能 静音空调白色KFR-72LW/DAW1+2 10293964119 长虹空调旗舰店 70.0kg 定频 冷暖空调 圆柱式空调，智能空调，静音空调，自动清洁 其他 3匹 三级能效 30-40㎡ 立柜式空调,长虹,定频,长虹（CHANGHONG） 正3匹 定频智能 静音空调白色KFR-72LW/DAW1+2,
海尔（Haier） KFR-72LW/03GCB21AU1 3匹变频自清洁圆柱家用空调柜机,海尔驰郑专卖店,11277604098,9999.00,8399.00,400,97,400,4,7,机器漂亮 变频省电 制冷效果好 安装速度 空调质量好 制冷速度快 服务很好 送货快 制冷制热快 声音小,海尔（Haier） 海尔（Haier） KFR-72LW/03GCB21AU1 3匹变频自清洁圆柱家用空调柜机 11277604098 海尔驰郑专卖店 53.0kg 变频 冷暖空调 静音空调 白色 3匹 一级能效 30-40㎡ 立柜式空调,海尔,变频,海尔（Haier） KFR-72LW/03GCB21AU1 3匹变频自清洁圆柱家用空调柜机,
TCL 2匹 圆柱立柜式北斗天玑系列智能WIFI家用冷暖空调 KFRd-51LW/DY12,TCL空调旗舰店,1579691761,5599.00,4199.00,700,93,600,20,20,机器漂亮 安装速度 声音小 送货快 制冷效果好 服务很好 外机噪音小 空调质量好 制冷速度快 制冷制热快,TCL TCLKFRd-51LW/DY12 1579691761 TCL空调旗舰店 43.0kg 定频 冷暖空调 圆柱式空调 金色 2匹 二级能效 20-30㎡ 立柜式空调,TCL,定频,TCLKFRd-51LW/DY12,
TCLKFRd-52LW/EF33,TCL广州专卖店,13211543309,3999.00,3299.00,40,96,40,0,2,服务很好 声音小 制冷比较快 安装速度 制冷效果好 制热效果好 制冷速度快 外机噪音小 送货快 机器漂亮,TCL TCLKFRd-52LW/EF33 13211543309 TCL广州专卖店 83.0kg 中国大陆 KFRd-52LW/EF33 定频 冷暖空调 自动清洁 白色有花纹 2匹 三级能效 20-30㎡ 立柜式空调,TCL,定频,TCLKFRd-52LW/EF33,
海信2匹空调立柜冷暖家用空调柜机KFR-50LW/29F-N3(1P20),海信科龙容声电器专营店,1587940409,5099.00,4299.00,30,100,30,0,0,制冷效果好 服务很好 制冷制热快 空调质量好 安装速度 机器漂亮 外机噪音小 变频省电 送货快 制热效果好,海信（Hisense） 海信2匹空调立柜冷暖家用空调柜机KFR-50LW/29F-N3(1P20) 1587940409 海信科龙容声电器专营店 72.0kg 定频 静音空调 白色 冷暖空调 三级能效 20-30㎡ 立柜式空调,海信,定频,海信2匹空调立柜冷暖家用空调柜机KFR-50LW/29F-N3(1P20),
海信2匹立柜式大风量定速冷暖家用空调柜机 KFR-50LW/29F-N3(1P20) 白色,海信易博专卖店,10261123240,5999.00,4099.00,20,100,20,0,0,机器漂亮 安装速度 制冷制热快 空调质量好 送货快 一般 声音小 外机噪音小 制冷速度快 变频省电,海信（Hisense） 海信2匹立柜式大风量定速冷暖家用空调柜机 KFR-50LW/29F-N3(1P20) 白色 10261123240 海信易博专卖店 72.0kg 定频 冷暖空调 静音空调 白色 2匹 三级能效 20-30㎡ 立柜式空调,海信,定频,海信2匹立柜式大风量定速冷暖家用空调柜机 KFR-50LW/29F-N3(1P20) 白色,
海信（Hisense） 3匹定速 柜机  KFR-72LW/EF02N3(2N12),海信空调旗舰店,14581308646,5399.00,4499.00,4,100,4,0,0,,海信（Hisense） 海信（Hisense） 3匹定速 柜机  KFR-72LW/EF02N3(2N12) 14581308646 海信空调旗舰店 102.0kg 中国大陆 定频 冷暖空调 智能空调 白色 3匹 三级能效 30-40㎡ 立柜式空调,海信,定频,海信（Hisense） 3匹定速 柜机  KFR-72LW/EF02N3(2N12),
海信家用空调 1.5匹 变频 冷暖挂机 KFR-35GW/A8Q100N-A1(1P41),上海诚实电器专营店,16597507160,5999.00,4199.00,0,100,0,0,0,,海信（Hisense） 海信家用空调 1.5匹 变频 冷暖挂机 KFR-35GW/A8Q100N-A1(1P41) 16597507160 上海诚实电器专营店 14.5kg 中国大陆 107.101.032 变频 冷暖空调 1.5匹 一级能效 20-30㎡ 立柜式空调,海信,变频,海信家用空调 1.5匹 变频 冷暖挂机 KFR-35GW/A8Q100N-A1(1P41),
海信(Hisense) 3匹定速立柜柜机空调 高效冷暖 大风量 智能双洁 简约百搭02N3 KFR-72LW/EF02N3(2N12) 疾风侠,四川鑫互利专营店,17169098202,4999.00,4999.00,0,100,0,0,0,,海信（Hisense） 海信(Hisense) 3匹定速立柜柜机空调 高效冷暖 大风量 智能双洁 简约百搭02N3 KFR-72LW/EF02N3(2N12) 疾风侠 17169098202 四川鑫互利专营店 102.0kg 中国大陆 定频 冷暖空调 白色 3匹 三级能效 30-40㎡ 立柜式空调,海信,定频,海信(Hisense) 3匹定速立柜柜机空调 高效冷暖 大风量 智能双洁 简约百搭02N3 KFR-72LW/EF02N3(2N12) 疾风侠,
海信（Hisense） 3匹定速 快速冷暖柜机 KFR-72LW/EF02N3(2N12) 白色,汇赚全专营店,19216180820,4899.00,4499.00,0,100,0,0,0,,海信（Hisense） 海信（Hisense） 3匹定速 快速冷暖柜机 KFR-72LW/EF02N3(2N12) 白色 19216180820 汇赚全专营店 45.0kg 定频 冷暖空调 白色 3匹 三级能效 30-40㎡ 立柜式空调,海信,定频,海信（Hisense） 3匹定速 快速冷暖柜机 KFR-72LW/EF02N3(2N12) 白色,
海尔（Haier） 3匹柜机1级变频圆柱式空调 KFR-72LW/17EAB21AU1,海尔上海华克斯专卖店,12740546700,9999.00,8599.00,90,97,80,0,3,安装速度 机器漂亮 声音小 送货快 外机噪音小 制冷制热快 制冷比较快 空调质量好 制冷速度快 服务很好,海尔（Haier） 海尔（Haier） 3匹柜机1级变频圆柱式空调 KFR-72LW/17EAB21AU1 12740546700 海尔上海华克斯专卖店 83.0kg 变频 冷暖空调 圆柱式空调，高能效空调，智能空调，变频空调，静音空调，自动清洁 其他 3匹 一级能效 30-40㎡ 立柜式空调,海尔,变频,海尔（Haier） 3匹柜机1级变频圆柱式空调 KFR-72LW/17EAB21AU1,
奥克斯（AUX）冷暖 节能变频 空调柜机 3匹(KFR-72LW/BpNSP1+3),奥克斯空调同望专卖店,12295445984,6999.00,5199.00,200,92,200,4,10,安装速度 变频省电 制冷比较快 送货快 制冷速度快 制热效果好 外机噪音小 服务很好 空调质量好 机器漂亮,奥克斯（AUX） 奥克斯（AUX）冷暖 节能变频 空调柜机 3匹(KFR-72LW/BpNSP1+3) 12295445984 奥克斯空调同望专卖店 40.0kg 中国大陆 变频 冷暖空调 变频空调，自动清洁 白色 3匹 三级能效 20-30㎡，30-40㎡ 立柜式空调,奥克斯,变频,奥克斯（AUX）冷暖 节能变频 空调柜机 3匹(KFR-72LW/BpNSP1+3),
